time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),submerged_boolean (none),accelometer_variance (),sampling_ratio (s)
2019-08-26T05:00:26,-65.4107,-60.4703,0.001,-16.4,990.1,-0.4,0.0,3.0,60.0
2019-08-26T06:00:55,-65.4108,-60.4703,0.000,-16.4,990.0,-0.3,0.0,5.0,60.0
2019-08-26T07:00:26,-65.4108,-60.4703,0.001,-16.3,990.0,-0.2,0.0,4.0,60.0
2019-08-26T08:00:26,-65.4108,-60.4703,0.001,-16.3,990.7,0.6,0.0,3.0,60.0
2019-08-26T09:00:26,-65.4108,-60.4703,0.001,-16.3,991.1,1.1,0.0,3.0,60.0
2019-08-26T10:00:54,-65.4108,-60.4704,0.001,-16.4,991.4,1.4,0.0,4.0,60.0
2019-08-26T11:00:26,-65.4108,-60.4704,0.000,-16.4,992.0,1.3,0.0,3.0,60.0
2019-08-26T12:00:26,-65.4108,-60.4703,0.001,-16.4,993.1,2.0,0.0,4.0,60.0
2019-08-26T13:00:55,-65.4108,-60.4703,0.001,-16.4,994.0,2.6,0.0,4.0,60.0
2019-08-26T14:00:28,-65.4108,-60.4703,0.000,-16.4,994.4,2.4,0.0,4.0,60.0
2019-08-26T15:00:26,-65.4108,-60.4703,0.000,-16.2,995.4,2.3,0.0,4.0,60.0
2019-08-26T16:00:54,-65.4108,-60.4703,0.000,-16.1,995.5,1.5,0.0,3.0,60.0
2019-08-26T17:00:26,-65.4108,-60.4703,0.001,-16.0,996.3,1.9,0.0,5.0,60.0
2019-08-26T18:00:26,-65.4108,-60.4703,0.000,-15.9,996.8,1.4,0.0,5.0,60.0
2019-08-26T19:00:27,-65.4108,-60.4703,0.000,-15.9,996.7,1.2,0.0,5.0,60.0
2019-08-26T20:00:54,-65.4108,-60.4703,0.000,-15.9,997.1,0.8,0.0,5.0,60.0
2019-08-26T21:00:26,-65.4108,-60.4703,0.001,-15.9,997.3,0.5,0.0,3.0,60.0
2019-08-26T22:00:25,-65.4108,-60.4703,0.001,-16.0,997.5,0.8,0.0,5.0,60.0
2019-08-26T23:00:55,-65.4108,-60.4703,0.000,-16.0,997.9,0.8,0.0,5.0,60.0
2019-08-27T00:00:26,-65.4108,-60.4703,0.000,-16.1,997.9,0.6,0.0,4.0,60.0
2019-08-27T01:00:26,-65.4108,-60.4703,0.000,-16.1,998.0,0.5,0.0,5.0,60.0
2019-08-27T02:00:54,-65.4108,-60.4702,0.000,-16.0,997.6,-0.3,0.0,4.0,60.0
2019-08-27T03:00:26,-65.4108,-60.4703,0.000,-16.0,997.2,-0.7,0.0,4.0,60.0
2019-08-27T04:00:26,-65.4108,-60.4703,0.001,-16.0,996.7,-1.3,0.0,6.0,60.0
2019-08-27T05:00:30,-65.4108,-60.4703,0.001,-15.9,995.8,-1.8,0.0,3.0,60.0
2019-08-27T06:00:25,-65.4108,-60.4703,0.001,-15.8,995.2,-2.0,0.0,4.0,60.0
2019-08-27T07:00:25,-65.4108,-60.4703,0.000,-15.8,994.8,-1.9,0.0,4.0,60.0
2019-08-27T08:00:55,-65.4108,-60.4703,0.000,-15.8,994.0,-1.8,0.0,4.0,60.0
2019-08-27T09:00:26,-65.4108,-60.4703,0.000,-15.8,993.1,-2.1,0.0,4.0,60.0
2019-08-27T10:00:26,-65.4108,-60.4703,0.000,-15.8,993.0,-1.8,0.0,3.0,60.0
2019-08-27T11:00:54,-65.4108,-60.4703,0.000,-15.8,992.4,-1.6,0.0,4.0,60.0
2019-08-27T12:00:26,-65.4108,-60.4703,0.000,-15.7,992.5,-0.6,0.0,5.0,60.0
2019-08-27T13:00:26,-65.4108,-60.4703,NaN,-15.7,992.0,-1.0,0.0,5.0,60.0
2019-08-27T14:00:54,-65.4108,-60.4703,0.000,-15.6,991.8,-0.6,0.0,4.0,60.0
2019-08-27T15:00:26,-65.4108,-60.4703,0.000,-15.4,991.5,-1.0,0.0,4.0,60.0
2019-08-27T16:00:25,-65.4108,-60.4703,0.000,-15.2,991.0,-1.0,0.0,3.0,60.0
2019-08-27T17:00:54,-65.4108,-60.4703,0.000,-15.1,990.8,-1.0,0.0,4.0,60.0
2019-08-27T18:00:26,-65.4108,-60.4702,0.000,-15.0,990.3,-1.2,0.0,3.0,60.0
2019-08-27T19:00:26,-65.4108,-60.4702,0.000,-14.9,990.0,-1.0,0.0,3.0,60.0
2019-08-27T20:00:55,-65.4108,-60.4702,0.000,-14.9,990.3,-0.5,0.0,4.0,60.0
2019-08-27T21:00:26,-65.4108,-60.4703,0.001,-14.9,990.2,-0.1,0.0,4.0,60.0
2019-08-27T22:00:26,-65.4108,-60.4702,0.001,-14.8,990.2,0.2,0.0,5.0,60.0
2019-08-27T23:00:54,-65.4108,-60.4702,0.000,-14.8,990.3,0.0,0.0,4.0,60.0
2019-08-28T00:00:26,-65.4108,-60.4703,0.000,-14.8,990.4,0.2,0.0,4.0,60.0
2019-08-28T01:00:26,-65.4108,-60.4702,0.000,-14.7,990.6,0.4,0.0,5.0,60.0
2019-08-28T02:00:54,-65.4108,-60.4702,0.001,-14.7,990.6,0.3,0.0,4.0,60.0
2019-08-28T03:00:26,-65.4108,-60.4702,0.000,-14.6,990.6,0.2,0.0,4.0,60.0
2019-08-28T04:00:25,-65.4108,-60.4703,0.001,-14.6,990.4,-0.2,0.0,4.0,60.0
2019-08-28T05:00:25,-65.4108,-60.4703,0.001,-14.4,990.1,-0.5,0.0,5.0,60.0
2019-08-28T06:00:54,-65.4108,-60.4703,NaN,-14.4,989.9,-0.7,0.0,3.0,60.0
2019-08-28T07:00:26,-65.4108,-60.4703,0.000,-14.3,989.5,-0.9,0.0,3.0,60.0
2019-08-28T08:00:26,-65.4108,-60.4703,0.000,-14.2,989.4,-0.7,0.0,3.0,60.0
2019-08-28T09:00:26,-65.4108,-60.4701,0.002,-14.2,989.0,-0.9,0.0,3.0,60.0
2019-08-28T10:00:55,-65.4108,-60.4702,0.002,-14.2,989.1,-0.4,0.0,4.0,60.0
2019-08-28T11:00:27,-65.4108,-60.4703,0.000,-14.1,989.1,-0.3,0.0,5.0,60.0
2019-08-28T12:00:26,-65.4108,-60.4702,0.001,-14.1,988.9,-0.1,0.0,3.0,60.0
2019-08-28T13:00:54,-65.4108,-60.4702,0.001,-14.0,988.7,-0.4,0.0,4.0,60.0
2019-08-28T14:00:26,-65.4108,-60.4702,0.000,-13.9,988.7,-0.4,0.0,4.0,60.0
2019-08-28T15:00:26,-65.4108,-60.4702,0.001,-13.9,988.3,-0.6,0.0,6.0,60.0
2019-08-28T16:00:54,-65.4108,-60.4702,0.001,-13.8,987.8,-0.9,0.0,4.0,60.0
2019-08-28T17:00:26,-65.4108,-60.4702,NaN,-13.8,987.6,-1.1,0.0,3.0,60.0
2019-08-28T18:00:25,-65.4108,-60.4702,0.000,-13.8,987.4,-0.9,0.0,4.0,60.0
2019-08-28T19:00:54,-65.4108,-60.4702,0.000,-13.8,987.1,-0.7,0.0,4.0,60.0
2019-08-28T20:00:26,-65.4108,-60.4702,0.000,-13.8,986.7,-0.9,0.0,3.0,60.0
2019-08-28T21:00:26,-65.4108,-60.4702,0.000,-13.8,986.8,-0.6,0.0,3.0,60.0
2019-08-28T22:00:55,-65.4108,-60.4702,0.001,-13.8,986.9,-0.2,0.0,3.0,60.0
2019-08-28T23:00:26,-65.4108,-60.4702,0.001,-13.8,986.9,0.2,0.0,3.0,60.0
2019-08-29T00:00:26,-65.4108,-60.4702,0.001,-13.8,987.0,0.2,0.0,3.0,60.0
2019-08-29T01:00:54,-65.4108,-60.4702,0.001,-13.7,987.0,0.1,0.0,4.0,60.0
2019-08-29T02:00:26,-65.4108,-60.4702,0.001,-13.7,986.8,-0.1,0.0,4.0,60.0
2019-08-29T03:00:26,-65.4108,-60.4702,0.001,-13.6,986.7,-0.3,0.0,4.0,60.0
2019-08-29T04:00:54,-65.4108,-60.4702,0.000,-13.6,986.8,-0.2,0.0,3.0,60.0
2019-08-29T05:00:26,-65.4108,-60.4702,0.000,-13.6,986.5,-0.3,0.0,4.0,60.0
2019-08-29T06:00:25,-65.4108,-60.4702,0.000,-13.5,986.6,-0.1,0.0,4.0,60.0
2019-08-29T07:00:54,-65.4108,-60.4702,0.000,-13.4,986.6,-0.2,0.0,3.0,60.0
2019-08-29T08:00:26,-65.4108,-60.4702,0.000,-13.4,986.8,0.3,0.0,3.0,60.0
2019-08-29T09:00:25,-65.4108,-60.4702,NaN,-13.3,986.8,0.2,0.0,3.0,60.0
2019-08-29T10:00:54,-65.4108,-60.4702,0.000,-13.3,987.0,0.4,0.0,3.0,60.0
2019-08-29T11:00:27,-65.4108,-60.4702,0.000,-13.3,987.3,0.5,0.0,4.0,60.0
2019-08-29T12:00:26,-65.4108,-60.4702,NaN,-13.2,987.7,0.9,0.0,3.0,60.0
2019-08-29T13:00:27,-65.4108,-60.4702,0.000,-13.2,988.4,1.4,0.0,4.0,60.0
2019-08-29T14:00:54,-65.4108,-60.4702,0.000,-13.1,989.0,1.7,0.0,3.0,60.0
2019-08-29T15:00:26,-65.4108,-60.4701,0.001,-12.9,989.4,1.7,0.0,4.0,60.0
2019-08-29T16:00:26,-65.4108,-60.4702,0.000,-12.8,989.7,1.3,0.0,3.0,60.0
2019-08-29T17:00:54,-65.4108,-60.4701,0.000,-12.7,989.7,0.7,0.0,4.0,60.0
2019-08-29T18:00:26,-65.4108,-60.4702,0.000,-12.6,990.2,0.8,0.0,4.0,60.0
2019-08-29T19:00:26,-65.4108,-60.4702,0.000,-12.6,990.8,1.1,0.0,4.0,60.0
2019-08-29T20:00:54,-65.4108,-60.4701,0.001,-12.6,991.2,1.5,0.0,4.0,60.0
2019-08-29T21:00:26,-65.4108,-60.4701,0.000,-12.6,992.2,2.0,0.0,3.0,60.0
2019-08-29T22:00:25,-65.4108,-60.4701,0.000,-12.6,992.9,2.1,0.0,6.0,60.0
2019-08-29T23:00:54,-65.4108,-60.4701,0.000,-12.6,993.6,2.4,0.0,4.0,60.0
2019-08-30T00:00:26,-65.4108,-60.4701,0.000,-12.5,994.3,2.1,0.0,4.0,60.0
2019-08-30T01:00:25,-65.4108,-60.4701,0.000,-12.5,994.9,2.0,0.0,4.0,60.0
2019-08-30T02:00:54,-65.4108,-60.4701,0.000,-12.5,995.6,2.0,0.0,3.0,60.0
2019-08-30T03:00:27,-65.4108,-60.4701,0.000,-12.5,996.1,1.8,0.0,3.0,60.0
2019-08-30T04:00:26,-65.4108,-60.4702,0.001,-12.5,996.8,1.9,0.0,4.0,60.0
2019-08-30T05:00:26,-65.4108,-60.4701,0.001,-12.6,997.1,1.5,0.0,4.0,60.0
2019-08-30T06:00:54,-65.4108,-60.4701,0.001,-12.6,997.6,1.5,0.0,4.0,60.0
2019-08-30T07:00:26,-65.4108,-60.4701,0.000,-12.6,998.0,1.2,0.0,3.0,60.0
2019-08-30T08:00:26,-65.4108,-60.4701,0.000,-12.7,998.4,1.3,0.0,3.0,60.0
2019-08-30T09:00:26,-65.4108,-60.4702,0.000,-12.7,999.0,1.4,0.0,4.0,60.0
2019-08-30T10:00:54,-65.4108,-60.4701,0.000,-12.8,999.4,1.4,0.0,3.0,60.0
2019-08-30T11:00:26,-65.4108,-60.4701,0.000,-12.8,999.8,1.4,0.0,4.0,60.0
2019-08-30T12:00:25,-65.4108,-60.4701,0.000,-12.8,1000.2,1.2,0.0,3.0,60.0
2019-08-30T13:00:25,-65.4108,-60.4701,0.001,-12.8,1000.9,1.5,0.0,3.0,60.0
2019-08-30T14:00:54,-65.4108,-60.4701,NaN,-12.8,1001.1,1.3,0.0,3.0,60.0
2019-08-30T15:00:27,-65.4108,-60.4701,0.000,-12.8,1001.3,1.1,0.0,4.0,60.0
2019-08-30T16:00:26,-65.4108,-60.4701,0.001,-12.8,1001.4,0.5,0.0,4.0,60.0
2019-08-30T17:00:55,-65.4108,-60.4701,0.000,-12.8,1001.8,0.7,0.0,3.0,60.0
2019-08-30T18:00:26,-65.4108,-60.4701,0.000,-12.7,1001.7,0.4,0.0,4.0,60.0
2019-08-30T19:00:26,-65.4108,-60.4701,0.000,-12.7,1001.8,0.4,0.0,3.0,60.0
2019-08-30T20:00:54,-65.4108,-60.4700,0.001,-12.7,1001.9,0.1,0.0,4.0,60.0
2019-08-30T21:00:26,-65.4108,-60.4701,0.002,-12.8,1001.9,0.2,0.0,4.0,60.0
2019-08-30T22:00:26,-65.4108,-60.4701,0.001,-12.8,1002.2,0.4,0.0,3.0,60.0
2019-08-30T23:00:54,-65.4108,-60.4701,0.001,-12.8,1001.9,0.0,0.0,3.0,60.0
2019-08-31T00:00:26,-65.4108,-60.4701,0.001,-12.8,1001.8,-0.1,0.0,4.0,60.0
2019-08-31T01:00:25,-65.4108,-60.4701,0.001,-12.9,1001.6,-0.6,0.0,3.0,60.0
2019-08-31T02:00:54,-65.4108,-60.4701,0.001,-12.9,1001.5,-0.4,0.0,4.0,60.0
2019-08-31T03:00:27,-65.4108,-60.4701,0.000,-13.0,1001.0,-0.8,0.0,4.0,60.0
2019-08-31T04:00:26,-65.4108,-60.4701,0.001,-13.1,1000.4,-1.2,0.0,3.0,60.0
2019-08-31T05:00:28,-65.4108,-60.4701,0.001,-13.1,999.9,-1.6,0.0,6.0,60.0
2019-08-31T06:00:54,-65.4108,-60.4701,0.000,-13.2,999.6,-1.4,0.0,3.0,60.0
2019-08-31T07:00:26,-65.4108,-60.4700,0.000,-13.2,999.3,-1.1,0.0,5.0,60.0
2019-08-31T08:00:26,-65.4108,-60.4700,0.000,-13.2,999.2,-0.7,0.0,4.0,60.0
2019-08-31T09:00:26,-65.4108,-60.4699,0.002,-13.2,999.2,-0.4,0.0,3.0,60.0
2019-08-31T10:00:54,-65.4108,-60.4701,0.002,-13.2,999.8,0.5,0.0,5.0,60.0
2019-08-31T11:00:26,-65.4108,-60.4700,0.000,-13.2,1000.3,1.1,0.0,3.0,60.0
2019-08-31T12:00:25,-65.4108,-60.4701,0.000,-13.2,1001.1,1.9,0.0,4.0,60.0
2019-08-31T13:00:25,-65.4108,-60.4701,0.001,-13.2,1002.0,2.2,0.0,3.0,60.0
2019-08-31T14:00:55,-65.4108,-60.4701,0.001,-13.1,1003.1,2.8,0.0,4.0,60.0
2019-08-31T15:00:27,-65.4108,-60.4701,0.000,-13.0,1004.0,2.9,0.0,5.0,60.0
2019-08-31T16:00:27,-65.4108,-60.4700,0.000,-12.9,1005.2,3.2,0.0,4.0,60.0
2019-08-31T17:00:54,-65.4108,-60.4700,0.000,-12.8,1006.4,3.3,0.0,3.0,60.0
2019-08-31T18:00:26,-65.4108,-60.4700,0.000,-12.8,1007.5,3.5,0.0,4.0,60.0
2019-08-31T19:00:26,-65.4108,-60.4700,0.000,-12.8,1008.8,3.6,0.0,3.0,60.0
2019-08-31T20:00:54,-65.4108,-60.4700,0.000,-12.8,1010.1,3.7,0.0,4.0,60.0
2019-08-31T21:00:26,-65.4108,-60.4700,0.000,-12.8,1011.3,3.8,0.0,4.0,60.0
2019-08-31T22:00:26,-65.4108,-60.4700,0.000,-12.8,1012.5,3.7,0.0,4.0,60.0
2019-08-31T23:00:25,-65.4108,-60.4702,0.002,-12.8,1013.9,3.8,0.0,3.0,60.0
2019-09-01T00:00:54,-65.4108,-60.4700,0.002,-12.9,1015.1,3.8,0.0,3.0,60.0
2019-09-01T01:00:27,-65.4108,-60.4701,0.001,-12.9,1016.3,3.8,0.0,4.0,60.0
2019-09-01T02:00:26,-65.4108,-60.4701,0.001,-12.9,1017.1,3.2,0.0,4.0,60.0
2019-09-01T03:00:55,-65.4108,-60.4700,0.001,-13.1,1017.9,2.8,0.0,5.0,60.0
2019-09-01T04:00:26,-65.4108,-60.4701,0.001,-13.2,1018.3,2.0,0.0,4.0,60.0
2019-09-01T05:00:27,-65.4109,-60.4701,0.001,-13.3,1019.0,1.9,0.0,4.0,60.0
2019-09-01T06:00:54,-65.4108,-60.4700,NaN,-13.6,1019.3,1.4,0.0,3.0,60.0
2019-09-01T07:00:26,-65.4108,-60.4700,0.001,-13.8,1019.4,1.1,0.0,5.0,60.0
2019-09-01T08:00:26,-65.4108,-60.4700,0.001,-13.9,1019.6,0.6,0.0,3.0,60.0
2019-09-01T09:00:26,-65.4108,-60.4700,0.000,-14.1,1019.6,0.3,0.0,3.0,60.0
2019-09-01T10:00:55,-65.4108,-60.4700,0.001,-14.2,1020.0,0.6,0.0,3.0,60.0
2019-09-01T11:00:26,-65.4108,-60.4700,0.001,-14.3,1019.8,0.2,0.0,3.0,60.0
2019-09-01T12:00:26,-65.4108,-60.4700,0.001,-14.4,1019.4,-0.2,0.0,3.0,60.0
2019-09-01T13:00:29,-65.4108,-60.4700,0.001,-14.6,1018.7,-1.3,0.0,4.0,60.0
2019-09-01T14:00:54,-65.4108,-60.4700,0.001,-14.6,1017.8,-2.0,0.0,5.0,60.0
2019-09-01T15:00:26,-65.4108,-60.4700,0.000,-14.6,1016.8,-2.6,0.0,4.0,60.0
2019-09-01T16:00:25,-65.4108,-60.4700,0.000,-14.5,1015.4,-3.3,0.0,5.0,60.0
2019-09-01T17:00:55,-65.4108,-60.4700,0.000,-14.4,1014.0,-3.8,0.0,2.0,60.0
2019-09-01T18:00:26,-65.4108,-60.4700,0.001,-14.4,1013.3,-3.5,0.0,4.0,60.0
2019-09-01T19:00:26,-65.4108,-60.4700,0.001,-14.5,1012.4,-3.0,0.0,3.0,60.0
2019-09-01T20:00:54,-65.4108,-60.4700,0.000,-14.6,1011.8,-2.2,0.0,3.0,60.0
2019-09-01T21:00:26,-65.4108,-60.4700,0.000,-14.7,1011.1,-2.2,0.0,3.0,60.0
2019-09-01T22:00:26,-65.4108,-60.4700,0.000,-14.8,1010.6,-1.8,0.0,3.0,60.0
2019-09-01T23:00:25,-65.4108,-60.4701,0.002,-14.8,1010.8,-1.0,0.0,5.0,60.0
2019-09-02T00:00:54,-65.4108,-60.4700,0.002,-14.8,1010.3,-0.8,0.0,4.0,60.0
2019-09-02T01:00:28,-65.4108,-60.4700,0.001,-14.8,1010.0,-0.6,0.0,3.0,60.0
2019-09-02T02:00:26,-65.4108,-60.4700,0.001,-14.9,1009.1,-1.7,0.0,4.0,60.0
2019-09-02T03:00:54,-65.4108,-60.4700,0.001,-14.9,1008.5,-1.8,0.0,5.0,60.0
2019-09-02T04:00:26,-65.4108,-60.4700,0.001,-15.1,1007.4,-2.6,0.0,4.0,60.0
2019-09-02T05:00:26,-65.4108,-60.4700,0.000,-15.2,1007.4,-1.7,0.0,4.0,60.0
2019-09-02T06:00:54,-65.4108,-60.4699,0.000,-15.3,1006.7,-1.8,0.0,4.0,60.0
2019-09-02T07:00:26,-65.4108,-60.4699,0.000,-15.3,1006.2,-1.2,0.0,3.0,60.0
2019-09-02T08:00:26,-65.4108,-60.4699,0.000,-15.2,1007.4,0.0,0.0,4.0,60.0
2019-09-02T09:00:26,-65.4108,-60.4699,0.000,-15.2,1007.8,1.1,0.0,4.0,60.0
2019-09-02T10:00:54,-65.4108,-60.4700,0.000,-15.2,1009.0,2.8,0.0,4.0,60.0
2019-09-02T11:00:26,-65.4108,-60.4699,0.000,-15.1,1010.8,3.4,0.0,5.0,60.0
2019-09-02T12:00:26,-65.4108,-60.4699,0.001,-14.9,1013.8,6.0,0.0,4.0,60.0
2019-09-02T13:00:27,-65.4109,-60.4700,0.001,-14.8,1016.4,7.4,0.0,4.0,60.0
2019-09-02T14:00:54,-65.4108,-60.4699,0.001,-14.7,1019.6,8.8,0.0,5.0,60.0
2019-09-02T15:00:26,-65.4108,-60.4699,0.000,-14.4,1022.2,8.4,0.0,4.0,60.0
2019-09-02T16:00:25,-65.4108,-60.4699,0.000,-14.2,1023.9,7.5,0.0,5.0,60.0
2019-09-02T17:00:25,-65.4108,-60.4700,0.001,-14.2,1025.2,5.6,0.0,4.0,60.0
2019-09-02T18:00:55,-65.4108,-60.4700,0.001,-14.2,1025.9,3.7,0.0,3.0,60.0
2019-09-02T19:00:26,-65.4108,-60.4699,0.000,-14.2,1026.9,3.0,0.0,4.0,60.0
2019-09-02T20:00:26,-65.4108,-60.4700,0.001,-14.2,1026.6,1.4,0.0,4.0,60.0
2019-09-02T21:00:26,-65.4108,-60.4699,NaN,-14.2,1026.2,0.3,0.0,4.0,60.0
2019-09-02T22:00:54,-65.4108,-60.4699,0.000,-14.2,1025.6,-1.3,0.0,4.0,60.0
2019-09-02T23:00:26,-65.4108,-60.4700,0.001,-14.3,1024.9,-1.7,0.0,4.0,60.0
2019-09-03T00:00:26,-65.4108,-60.4699,0.001,-14.5,1023.8,-2.4,0.0,3.0,60.0
2019-09-03T01:00:54,-65.4108,-60.4699,0.001,-14.7,1022.2,-3.4,0.0,4.0,60.0
2019-09-03T02:00:27,-65.4108,-60.4699,NaN,-14.8,1021.1,-3.8,0.0,5.0,60.0
2019-09-03T03:00:26,-65.4108,-60.4699,0.000,-15.0,1019.3,-4.5,0.0,4.0,60.0
2019-09-03T04:00:54,-65.4108,-60.4699,0.001,-15.1,1018.3,-3.9,0.0,5.0,60.0
2019-09-03T05:00:28,-65.4108,-60.4699,0.000,-15.2,1017.5,-3.6,0.0,5.0,60.0
2019-09-03T06:00:26,-65.4108,-60.4699,0.001,-15.2,1015.5,-3.8,0.0,4.0,60.0
2019-09-03T07:00:26,-65.4108,-60.4699,0.000,-15.3,1014.7,-3.6,0.0,5.0,60.0
2019-09-03T08:00:54,-65.4108,-60.4699,0.001,-15.4,1013.7,-3.8,0.0,5.0,60.0
2019-09-03T09:00:27,-65.4109,-60.4699,0.001,-15.5,1013.5,-2.0,0.0,4.0,60.0
2019-09-03T10:00:26,-65.4109,-60.4699,0.001,-15.6,1012.6,-2.1,0.0,4.0,60.0
2019-09-03T11:00:26,-65.4108,-60.4699,NaN,-15.8,1011.9,-1.8,0.0,3.0,60.0
2019-09-03T12:00:54,-65.4108,-60.4699,0.000,-15.8,1011.4,-2.1,0.0,3.0,60.0
2019-09-03T13:00:26,-65.4109,-60.4699,0.001,-15.8,1010.8,-1.8,0.0,4.0,60.0
2019-09-03T14:00:25,-65.4109,-60.4699,0.000,-15.8,1010.7,-1.2,0.0,5.0,60.0
2019-09-03T15:00:54,-65.4109,-60.4699,0.000,-15.6,1010.4,-1.0,0.0,4.0,60.0
2019-09-03T16:00:27,-65.4108,-60.4699,0.001,-15.4,1010.5,-0.3,0.0,3.0,60.0
2019-09-03T17:00:26,-65.4109,-60.4699,0.001,-15.3,1010.2,-0.5,0.0,4.0,60.0
2019-09-03T18:00:54,-65.4109,-60.4699,0.000,-15.2,1009.6,-0.8,0.0,4.0,60.0
2019-09-03T19:00:26,-65.4108,-60.4699,0.000,-15.2,1009.7,-0.8,0.0,4.0,60.0
2019-09-03T20:00:26,-65.4108,-60.4699,0.001,-15.2,1009.7,-0.5,0.0,4.0,60.0
2019-09-03T21:00:27,-65.4108,-60.4699,0.001,-15.2,1010.0,0.4,0.0,4.0,60.0
2019-09-03T22:00:54,-65.4108,-60.4698,0.001,-15.2,1010.6,0.9,0.0,3.0,60.0
2019-09-03T23:00:26,-65.4108,-60.4699,0.001,-15.2,1011.5,1.8,0.0,4.0,60.0
2019-09-04T00:00:26,-65.4108,-60.4699,0.000,-15.2,1011.5,1.5,0.0,2.0,60.0
2019-09-04T01:00:55,-65.4108,-60.4698,0.000,-15.2,1012.0,1.4,0.0,3.0,60.0
2019-09-04T02:00:26,-65.4109,-60.4699,0.001,-15.3,1012.2,0.7,0.0,3.0,60.0
2019-09-04T03:00:26,-65.4108,-60.4699,0.000,-15.3,1012.3,0.8,0.0,5.0,60.0
2019-09-04T04:00:54,-65.4108,-60.4699,0.000,-15.4,1012.3,0.3,0.0,3.0,60.0
2019-09-04T05:00:26,-65.4109,-60.4699,0.001,-15.4,1011.8,-0.4,0.0,4.0,60.0
2019-09-04T06:00:25,-65.4108,-60.4698,0.003,-15.4,1012.0,-0.3,0.0,4.0,60.0
2019-09-04T07:00:26,-65.4108,-60.4697,0.002,-15.4,1011.3,-1.0,0.0,5.0,60.0
2019-09-04T08:00:54,-65.4109,-60.4698,0.003,-15.4,1010.4,-1.4,0.0,4.0,60.0
2019-09-04T09:00:27,-65.4109,-60.4699,0.001,-15.4,1009.4,-2.6,0.0,4.0,60.0
2019-09-04T10:00:26,-65.4109,-60.4699,0.000,-15.4,1008.6,-2.7,0.0,2.0,60.0
2019-09-04T11:00:26,-65.4108,-60.4698,0.001,-15.4,1007.6,-2.8,0.0,4.0,60.0
2019-09-04T12:00:54,-65.4108,-60.4699,0.000,-15.4,1007.2,-2.2,0.0,3.0,60.0
2019-09-04T13:00:26,-65.4109,-60.4699,0.000,-15.3,1006.3,-2.3,0.0,6.0,60.0
2019-09-04T14:00:26,-65.4109,-60.4698,0.001,-15.2,1005.4,-2.2,0.0,5.0,60.0
2019-09-04T15:00:54,-65.4108,-60.4698,0.001,-15.1,1004.5,-2.7,0.0,4.0,60.0
2019-09-04T16:00:26,-65.4108,-60.4699,0.000,-14.8,1003.1,-3.2,0.0,3.0,60.0
2019-09-04T17:00:26,-65.4109,-60.4699,0.001,-14.6,1001.8,-3.6,0.0,5.0,60.0
2019-09-04T18:00:54,-65.4109,-60.4698,0.000,-14.4,1000.7,-3.8,0.0,5.0,60.0
2019-09-04T19:00:27,-65.4109,-60.4699,0.001,-14.3,999.8,-3.3,0.0,4.0,60.0
2019-09-04T20:00:26,-65.4108,-60.4699,0.001,-14.2,999.4,-2.4,0.0,4.0,60.0
2019-09-04T21:00:55,-65.4109,-60.4698,0.000,-14.2,998.9,-1.8,0.0,4.0,60.0
2019-09-04T22:00:26,-65.4109,-60.4698,0.001,-14.1,998.6,-1.2,0.0,4.0,60.0
2019-09-04T23:00:26,-65.4108,-60.4698,0.001,-14.0,998.3,-1.1,0.0,3.0,60.0
2019-09-05T00:00:54,-65.4109,-60.4698,0.001,-13.9,997.8,-1.1,0.0,3.0,60.0
2019-09-05T01:00:28,-65.4109,-60.4697,0.001,-13.8,997.5,-1.1,0.0,3.0,60.0
2019-09-05T02:00:26,-65.4109,-60.4699,0.002,-13.7,997.1,-1.2,0.0,2.0,60.0
2019-09-05T03:00:54,-65.4109,-60.4698,0.001,-13.5,997.0,-0.8,0.0,4.0,60.0
2019-09-05T04:00:26,-65.4109,-60.4698,NaN,-13.4,996.9,-0.6,0.0,4.0,60.0
2019-09-05T05:00:26,-65.4109,-60.4698,0.000,-13.3,997.1,0.0,0.0,4.0,60.0
2019-09-05T06:00:54,-65.4109,-60.4698,0.001,-13.2,997.1,0.1,0.0,4.0,60.0
2019-09-05T07:00:26,-65.4109,-60.4698,0.000,-13.1,996.8,-0.1,0.0,5.0,60.0
2019-09-05T08:00:26,-65.4109,-60.4698,0.000,-13.0,996.8,-0.3,0.0,4.0,60.0
2019-09-05T09:00:25,-65.4109,-60.4698,0.000,-12.9,997.1,0.0,0.0,4.0,60.0
2019-09-05T10:00:54,-65.4109,-60.4698,0.000,-12.8,997.6,0.8,0.0,5.0,60.0
2019-09-05T11:00:26,-65.4109,-60.4698,0.001,-12.8,998.0,1.2,0.0,4.0,60.0
2019-09-05T12:00:26,-65.4109,-60.4698,0.001,-12.8,998.3,1.2,0.0,4.0,60.0
2019-09-05T13:00:29,-65.4109,-60.4698,0.001,-12.7,998.3,0.7,0.0,5.0,60.0
2019-09-05T14:00:55,-65.4109,-60.4698,0.001,-12.5,998.6,0.6,0.0,3.0,60.0
2019-09-05T15:00:26,-65.4109,-60.4698,0.000,-12.3,998.1,-0.2,0.0,4.0,60.0
2019-09-05T16:00:26,-65.4108,-60.4698,0.001,-12.2,997.5,-0.8,0.0,5.0,60.0
